Feature,Importance
word_tfidf_3fg,4
word_tfidf_8080 cookie,4
word_tfidf_26,4
word_tfidf_red,3
char_tfidf_le;,3
char_tfidf_u007,3
word_tfidf_u0069 u0070,3
word_tfidf_u0064 u0020,3
word_tfidf_u0064 u0069,3
word_tfidf_34,3
char_tfidf_u0069,3
word_tfidf_u0069 u0063,3
char_tfidf_u0070,3
word_tfidf_u0068 u0061,3
word_tfidf_2520 2520,3
word_tfidf_u0064 u006e,3
word_tfidf_u0066 u0069,3
char_tfidf_appl,3
word_tfidf_quot quot,3
char_tfidf_lenc,3
char_tfidf_ar.j,3
char_tfidf_ar.js,3
word_tfidf_global,3
word_tfidf_2527 2520,3
word_tfidf_u006e u0073,3
word_tfidf_f3,3
word_tfidf_20 24,3
word_tfidf_u0073 u0065,3
word_tfidf_open,3
char_tfidf_<?x,3
word_tfidf_castro,3
char_tfidf_versi,3
char_tfidf_n h,3
char_tfidf_mpa,3
word_tfidf_provincia salamanca,3
word_tfidf_u006f,3
word_tfidf_provincia soria,3
word_tfidf_2527 2529,3
word_tfidf_provincia toledo,3
char_tfidf_a%20,3
word_tfidf_u006d u0070,3
word_tfidf_provincia valladolid,3
char_tfidf_mbre,3
word_tfidf_u006d u0061,3
word_tfidf_color,3
word_tfidf_u006c u0074,3
char_tfidf_uda,3
word_tfidf_u0063 u003a,3
char_tfidf_acce,3
word_tfidf_u0063 u0072,3
word_tfidf_u0061 u0063,3
word_tfidf_u0062,3
word_tfidf_u002f u0062,3
word_tfidf_3fc ciudad,3
word_tfidf_3fc,3
word_tfidf_doctype foo,3
word_tfidf_tienda1 publico,3
word_tfidf_u0032,3
char_tfidf_essi,3
word_tfidf_u0031 u0032,3
char_tfidf_ext,3
char_tfidf_f\u00,3
word_tfidf_u0030 u0022,3
word_tfidf_u002f u0073,3
char_tfidf_form,3
word_tfidf_u002e u0073,3
word_tfidf_49,3
char_tfidf_gene,3
word_tfidf_element foo,3
word_tfidf_u002e u0069,3
word_tfidf_u0020 u0022,3
word_tfidf_u002c u0020,3
char_tfidf_ion:,3
word_tfidf_e1ceres ntc,3
word_tfidf_u0020 u002f,3
word_tfidf_editar jsp,3
word_tfidf_u0024 u0028,3
word_tfidf_u0023,3
word_tfidf_u0020 u0053,3
char_tfidf_enco,3
char_tfidf_emai,3
word_tfidf_u0035 u0032,3
word_tfidf_3fe,3
word_tfidf_u0061 u006d,3
word_tfidf_u0061 u0064,3
word_tfidf_8859,3
word_tfidf_u0061 u0020,3
word_tfidf_remember on,3
word_tfidf_u0050 u0072,3
word_tfidf_u0050,3
char_tfidf_close,3
word_tfidf_45,3
char_tfidf_conte,3
word_tfidf_santa,3
word_tfidf_2525,3
word_tfidf_43,3
word_tfidf_2524 257bjndi,3
word_tfidf_u0043,3
word_tfidf_2524,3
char_tfidf_da1,3
word_tfidf_soria,3
word_tfidf_delete,3
word_tfidf_2522background,3
word_tfidf_3fh ciudad,3
word_tfidf_u003c u003f,3
char_tfidf_dos,3
word_tfidf_3fh,3
char_tfidf_e\u,3
word_tfidf_u0073 u0073,3
word_tfidf_u006f u0073,3
word_tfidf_u0074 u003e,3
char_tfidf_1\u0,3
word_tfidf_jsp id,3
word_tfidf_253d0,3
char_tfidf_sessi,3
char_tfidf_ost h,3
word_tfidf_14,3
char_tfidf_073\u,3
word_tfidf_b1 f1adir,3
char_tfidf_&lo,3
word_tfidf_170,3
char_tfidf_%c0,3
char_tfidf_ontr,3
word_tfidf_oast,3
char_tfidf_061,3
word_tfidf_27 20,3
char_tfidf_20\u0,3
char_tfidf_oni,3
"char_tfidf_""1.",3
char_tfidf_ vers,3
char_tfidf_ us,3
char_tfidf_2f\,3
char_tfidf_sleep,3
char_tfidf_ ge,3
word_tfidf_burgos,3
char_tfidf_3\u,3
word_tfidf_12,3
char_tfidf_p/1,3
char_tfidf_3a\,3
char_tfidf_0069\,3
char_tfidf_/ti,3
word_tfidf_257b,3
char_tfidf_0 co,3
char_tfidf_/loc,3
char_tfidf_/lo,3
char_tfidf_0%8,3
char_tfidf_/1.1,3
char_tfidf_rar,3
char_tfidf_002f,3
char_tfidf_0064\,3
word_tfidf_huesca,3
word_tfidf_api version,3
word_tfidf_foreach,3
char_tfidf_rsio,3
char_tfidf_006e,3
char_tfidf_006e\,3
char_tfidf_006f\,3
char_tfidf_0070,3
char_tfidf_0074,3
word_tfidf_imagenes nuestratierra,3
word_tfidf_asf,3
char_tfidf_s.js,3
word_tfidf_incorrectas http,3
char_tfidf_031,3
word_tfidf_c0,3
word_tfidf_bak http,3
char_tfidf_image,3
char_tfidf_sswo,3
word_tfidf_vaciar carrito,3
char_tfidf_9\u0,3
char_tfidf_6e\,3
word_tfidf_u0076,3
word_tfidf_users,3
char_tfidf_73\,3
char_tfidf_7\u0,3
char_tfidf_nque,3
char_tfidf_80%,3
word_tfidf_u007c,3
char_tfidf_8\u0,3
word_tfidf_u007b u007b,3
word_tfidf_2e,3
word_tfidf_u0078 u0074,3
word_tfidf_valladolid ntc,3
word_tfidf_u0079,3
char_tfidf_61\,3
char_tfidf_525,3
char_tfidf_520%,3
word_tfidf_zaragoza,3
word_tfidf_u0075 u0073,3
char_tfidf_3a\u,3
word_tfidf_u0074 u0070,3
word_tfidf_template utility,2
char_tfidf_nom,2
word_tfidf_google,2
word_tfidf_provincia madrid,2
word_tfidf_on,2
word_tfidf_provincia girona,2
word_tfidf_provincia e1ceres,2
word_tfidf_nuestratierra,2
word_tfidf_21,2
word_tfidf_3fb ciudad,2
word_tfidf_imagenes gif,2
char_tfidf_ing:,2
char_tfidf_ntrol,2
word_tfidf_3fa ciudad,2
word_tfidf_u0020 u0069,2
word_tfidf_20version,2
char_tfidf_ncod,2
word_tfidf_host,2
char_tfidf_r-ag,2
char_tfidf_n: ,2
word_tfidf_http localhost,2
word_tfidf_type,2
"char_tfidf_ion=""",2
word_tfidf_3e 3c,2
word_tfidf_system32,2
word_tfidf_u0020 u0024,2
word_tfidf_guadalajara ntc,2
word_tfidf_20version 3d,2
word_tfidf_guadalajara,2
char_tfidf_pt-,2
"char_tfidf_ip,",2
word_tfidf_3ealert,2
word_tfidf_pl,2
word_tfidf_24 7b,2
word_tfidf_index,2
"char_tfidf_on=""",2
word_tfidf_4861362529278789730,2
char_tfidf_odin,2
word_tfidf_publico,2
char_tfidf_onte,2
word_tfidf_me,2
char_tfidf_lose,2
word_tfidf_registro jsp,2
word_tfidf_6909030637832563290,2
word_tfidf_logs,2
char_tfidf_langu,2
char_tfidf_logi,2
word_tfidf_lol,2
word_tfidf_manchego precio,2
char_tfidf_ompa,2
char_tfidf_ombr,2
char_tfidf_loca,2
char_tfidf_ogin=,2
word_tfidf_madrid,2
word_tfidf_ps1,2
word_tfidf_rioja,2
word_tfidf_3ff ciudad,2
word_tfidf_66,2
word_tfidf_insertar precioa,2
word_tfidf_65,2
word_tfidf_interact sh,2
char_tfidf_p/1.,2
word_tfidf_manchego,2
char_tfidf_p htt,2
word_tfidf_soria ntc,2
word_tfidf_shadow foo,2
word_tfidf_41,2
char_tfidf_mail,2
word_tfidf_42,2
word_tfidf_language,2
word_tfidf_segovia ntc,2
char_tfidf_oct,2
char_tfidf_octyp,2
word_tfidf_latest,2
word_tfidf_rioja precio,2
word_tfidf_lleida,2
word_tfidf_provincia valencia,2
word_tfidf_u0057,2
word_tfidf_u0020 u006c,2
word_tfidf_29 3b,2
char_tfidf_7\u,2
word_tfidf_uname,2
char_tfidf_72\,2
char_tfidf_70\,2
char_tfidf_69\,2
char_tfidf_68\,2
char_tfidf_ ap,2
char_tfidf_ ve,2
char_tfidf_3\u00,2
char_tfidf_ cl,2
char_tfidf_ en,2
char_tfidf_ ho,2
char_tfidf_ ht,2
char_tfidf_ http,2
word_tfidf_u007b u0024,2
char_tfidf_8\u00,2
word_tfidf_u0077,2
word_tfidf_252c 2520,2
word_tfidf_u0075 u0074,2
word_tfidf_u0075,2
word_tfidf_u0074 u0065,2
word_tfidf_u0074 u0061,2
word_tfidf_u0073 u0077,2
word_tfidf_u0073 u0070,2
word_tfidf_u0072 u006f,2
word_tfidf_u0072 u006e,2
word_tfidf_2f cantidad,2
word_tfidf_u0070 u0073,2
word_tfidf_u0070 u006c,2
word_tfidf_u0070 u0068,2
word_tfidf_u0070 u003a,2
char_tfidf_ use,2
char_tfidf_ ver,2
word_tfidf_u0022 u003e,2
char_tfidf_0061\,2
char_tfidf_02d,2
word_tfidf_253f,2
char_tfidf_006f,2
char_tfidf_006d,2
char_tfidf_006c,2
char_tfidf_0065,2
char_tfidf_0061,2
char_tfidf_20s,2
char_tfidf_002e\,2
word_tfidf_259c,2
char_tfidf_/*;,2
word_tfidf_257bjndi,2
char_tfidf_/im,2
char_tfidf_/loca,2
char_tfidf_02f,2
char_tfidf_02f\u,2
char_tfidf_030\,2
char_tfidf_032,2
char_tfidf_-ag,2
char_tfidf_035,2
char_tfidf_03a\,2
char_tfidf_064\,2
char_tfidf_065\u,2
word_tfidf_253cscript,2
char_tfidf_06f\,2
char_tfidf_06f\u,2
char_tfidf_&pr,2
char_tfidf_080/,2
word_tfidf_253b 253c,2
word_tfidf_26b1,2
char_tfidf_%22,2
word_tfidf_u006f u0077,2
word_tfidf_u006f u0072,2
word_tfidf_u006f u0070,2
word_tfidf_u0038 u003b,2
word_tfidf_u0032 u0039,2
word_tfidf_u0034,2
char_tfidf_en ,2
char_tfidf_ecci,2
char_tfidf_e\u00,2
char_tfidf_e\u0,2
char_tfidf_e%c,2
word_tfidf_u006f u0064,2
char_tfidf_ded c,2
char_tfidf_data>,2
word_tfidf_u003e u003c,2
word_tfidf_u0042 u0031,2
word_tfidf_u0043 u0025,2
char_tfidf_d con,2
word_tfidf_u0032 u0038,2
char_tfidf_ersi,2
word_tfidf_u0032 u0030,2
char_tfidf_es/,2
char_tfidf_et:,2
word_tfidf_u0031 u002e,2
"char_tfidf_g,*",2
word_tfidf_u002f u0066,2
word_tfidf_u002f u0065,2
word_tfidf_u002e u006d,2
char_tfidf_gma,2
word_tfidf_u002b,2
char_tfidf_ho%,2
char_tfidf_http/,2
word_tfidf_u0028 u0027,2
char_tfidf_ido,2
word_tfidf_3c 2fscript,2
word_tfidf_u0044 u004f,2
word_tfidf_u0045,2
word_tfidf_u0046 u0053,2
word_tfidf_u0069 u0064,2
word_tfidf_252a,2
char_tfidf_?xml,2
word_tfidf_u006f u0020,2
word_tfidf_u006e u006f,2
word_tfidf_u006e u0069,2
word_tfidf_2529 2520,2
word_tfidf_2fn ciudad,2
char_tfidf_a1/,2
word_tfidf_u006d u002f,2
char_tfidf_a\u00,2
word_tfidf_32,2
word_tfidf_u006a u007d,2
word_tfidf_u0069 u0072,2
word_tfidf_u0069 u006f,2
char_tfidf_agen,2
word_tfidf_u0049,2
word_tfidf_u0067,2
word_tfidf_u0065 u0078,2
word_tfidf_u0065 u0073,2
word_tfidf_u0065 u0070,2
word_tfidf_u0065 u0065,2
char_tfidf_arse,2
word_tfidf_u0063 u0074,2
char_tfidf_b\u0,2
word_tfidf_u0061 u0073,2
char_tfidf_calh,2
word_tfidf_u0061,2
word_tfidf_girona ntc,2
word_tfidf_u0052,2
char_tfidf_comp,2
word_tfidf_u0054 u0045,2
word_tfidf_u002e u0063,2
word_tfidf_credenciales,2
word_tfidf_86,2
word_tfidf_16,2
char_tfidf_u006e,2
word_tfidf__self env,2
word_tfidf_element,2
word_tfidf_en,2
char_tfidf_u006c,2
char_tfidf_u0068,2
char_tfidf_text,2
word_tfidf_f3n ib,2
word_tfidf_data user,2
word_tfidf_attacker com,2
word_tfidf_drivers etc,2
char_tfidf_trol,2
word_tfidf_drivers,2
char_tfidf_yste,2
word_tfidf_17,2
word_tfidf_b2 vaciar,2
word_tfidf_85 cantidad,2
word_tfidf_b2a vaciar,2
char_tfidf_uag,2
word_tfidf_delay,2
char_tfidf_tp/,2
word_tfidf_af,2
has_union_select,2
char_tfidf_utf,2
word_tfidf_bearer,2
word_tfidf_bearer eyjhbgcioijiuzi1niisinr5cci6ikpxvcj9,2
word_tfidf_bg,2
char_tfidf_s.j,2
word_tfidf_di,2
word_tfidf_e9s,2
char_tfidf_u005,2
word_tfidf_e9rico precio,2
word_tfidf_css,2
word_tfidf_css http,2
char_tfidf_tf-,2
char_tfidf_u002f,2
word_tfidf_caja http,2
char_tfidf_sp h,2
word_tfidf_evil,2
word_tfidf_20 20,2
has_log4j_obfuscation,2
word_tfidf_any,2
word_tfidf_api data,2
word_tfidf_estilos,2
word_tfidf_92,2
word_tfidf_caja,2
char_tfidf_ttp:,2
word_tfidf_fetch,2
dotdot_back_count,2
char_tfidf_tien,2
char_tfidf_syste,2
word_tfidf_88,2
word_tfidf_end,2
char_tfidf_enda,1
char_tfidf_enes,1
word_tfidf_u003a u002d,1
word_tfidf_2522 253e,1
word_tfidf_u003a u0020,1
char_tfidf_ed co,1
word_tfidf_u0039 u0025,1
word_tfidf_u0034 u0030,1
word_tfidf_u0035 u0033,1
word_tfidf_2520x,1
word_tfidf_u003b u0020,1
char_tfidf_egis,1
word_tfidf_u0035 u0034,1
word_tfidf_u0038 u0035,1
char_tfidf_e/p,1
word_tfidf_u0038 u0039,1
"char_tfidf_e, ",1
word_tfidf_2520system 2520,1
word_tfidf_diagnostics,1
word_tfidf_2520system,1
word_tfidf_u0035 u003b,1
word_tfidf_u0035,1
word_tfidf_u0039 u002f,1
word_tfidf_u0038 u0020,1
char_tfidf_tp/1.,1
char_tfidf_do=,1
char_tfidf_dire,1
char_tfidf_codin,1
word_tfidf_u004d,1
word_tfidf_u004d u004c,1
char_tfidf_clos,1
word_tfidf_u004e,1
word_tfidf_u004f u004e,1
word_tfidf_u0053 u0053,1
word_tfidf_u0053 u0059,1
char_tfidf_ttp/1,1
word_tfidf_u0054 u0054,1
word_tfidf_u0055,1
word_tfidf_u0055 u0073,1
char_tfidf_chars,1
word_tfidf_u0059,1
char_tfidf_ccion,1
word_tfidf_credenciales incorrectas,1
char_tfidf_cati,1
word_tfidf_cuenca ntc,1
word_tfidf_u004a,1
char_tfidf_coo,1
char_tfidf_tp:/,1
word_tfidf_destination,1
word_tfidf_u003c u0066,1
char_tfidf_din,1
word_tfidf_u003f,1
word_tfidf_u003f u003e,1
word_tfidf_ae c0,1
char_tfidf_entr,1
word_tfidf_u0043 u0054,1
char_tfidf_cook,1
word_tfidf_u0043 u006f,1
word_tfidf_deflate,1
char_tfidf_d co,1
char_tfidf_ctype,1
word_tfidf_2524 257blower,1
word_tfidf_u0045 u0054,1
word_tfidf_u0047,1
char_tfidf_enes/,1
word_tfidf_getfilter,1
char_tfidf_entra,1
word_tfidf_u0020 u0061,1
word_tfidf_system file,1
word_tfidf_2520 2525,1
word_tfidf_target,1
char_tfidf_jsp?,1
word_tfidf_3fd,1
word_tfidf_encoding iso,1
word_tfidf_templates,1
word_tfidf_teruel,1
word_tfidf_teruel ntc,1
word_tfidf_3fb,1
char_tfidf_istro,1
char_tfidf_istra,1
char_tfidf_istr,1
char_tfidf_irec,1
word_tfidf_transform,1
word_tfidf_en http,1
word_tfidf_u0020 u004c,1
word_tfidf_ee,1
word_tfidf_accept charset,1
char_tfidf_kon,1
char_tfidf_l v,1
word_tfidf_3ff,1
word_tfidf_errormsg credenciales,1
word_tfidf_etc otrs,1
char_tfidf_local,1
char_tfidf_llid,1
char_tfidf_like ,1
char_tfidf_lido,1
word_tfidf_queso,1
char_tfidf_lho,1
word_tfidf_quot gt,1
char_tfidf_lain,1
word_tfidf_env registerundefinedfiltercallback,1
word_tfidf_error,1
char_tfidf_la/,1
word_tfidf_root,1
word_tfidf_salamanca,1
word_tfidf_46,1
word_tfidf_segovia,1
word_tfidf_self environ,1
word_tfidf_server,1
char_tfidf_incia,1
word_tfidf_u0020 u0064,1
word_tfidf_u0032 u0046,1
word_tfidf_u0020 u0065,1
char_tfidf_genes,1
char_tfidf_gen,1
word_tfidf_u002f u002e,1
word_tfidf_u002f u0031,1
char_tfidf_g: ,1
word_tfidf_drop,1
word_tfidf_u0030 u002e,1
word_tfidf_u0030 u0030,1
char_tfidf_ttp:/,1
char_tfidf_f-8,1
word_tfidf_u0030 u0037,1
word_tfidf_u0030 u0041,1
word_tfidf_2520linux 2529,1
char_tfidf_text/,1
word_tfidf_u0031 u0029,1
char_tfidf_tf-8,1
char_tfidf_essio,1
word_tfidf_u0031 u0039,1
char_tfidf_er-ag,1
word_tfidf_u002e u0065,1
char_tfidf_gin=,1
word_tfidf_u002e u0030,1
word_tfidf_u0022 u0068,1
char_tfidf_in=,1
word_tfidf_u0020 u0073,1
word_tfidf_u0020 u0074,1
word_tfidf_u0020 u0075,1
word_tfidf_u0021 u0044,1
word_tfidf_u0022 u002f,1
word_tfidf_accept language,1
char_tfidf_iiwi,1
word_tfidf_e9rico,1
word_tfidf_u002e u002f,1
word_tfidf_u0025 u0063,1
char_tfidf_ico/,1
word_tfidf_u0026 u0042,1
word_tfidf_u0027 u0029,1
char_tfidf_i6ik,1
word_tfidf_2520encoding,1
word_tfidf_3b 3c,1
word_tfidf_u002d u0063,1
word_tfidf_2520konqueror 253b,1
char_tfidf_u0030,1
char_tfidf_c1%,1
char_tfidf_ li,1
char_tfidf_25\u0,1
word_tfidf_192 168,1
word_tfidf_192,1
char_tfidf_ ut,1
char_tfidf_ utf,1
"char_tfidf_""?><",1
word_tfidf_base,1
char_tfidf_20\,1
word_tfidf_barcelona ntc,1
word_tfidf_27 3b,1
word_tfidf_barcelona,1
char_tfidf_%25c,1
char_tfidf_%2e,1
char_tfidf_%80%,1
char_tfidf_%80%a,1
char_tfidf_&nom,1
char_tfidf_&nomb,1
char_tfidf_074\u,1
word_tfidf_253c foo,1
word_tfidf_29 20,1
char_tfidf_2e\u0,1
char_tfidf_072,1
char_tfidf_2f\u,1
word_tfidf_vaciar,1
word_tfidf_valladolid,1
word_tfidf_2c 20,1
word_tfidf_version data,1
char_tfidf_65\u0,1
word_tfidf_vino rioja,1
char_tfidf_64\,1
char_tfidf_5\u00,1
char_tfidf_520%2,1
"char_tfidf_5, ",1
char_tfidf_4\u00,1
char_tfidf_ (c,1
word_tfidf_253a 2520,1
char_tfidf_ystem,1
char_tfidf_ def,1
char_tfidf_32\,1
word_tfidf_253a 2btamper,1
char_tfidf_31\,1
char_tfidf_ htt,1
word_tfidf_b1 confirmar,1
char_tfidf_070\u,1
word_tfidf_users all,1
char_tfidf_../..,1
"char_tfidf_.0""?>",1
word_tfidf_255d 253e,1
char_tfidf_0035,1
char_tfidf_0032\,1
char_tfidf_0032,1
char_tfidf_0031\,1
char_tfidf_0025\,1
char_tfidf_0025,1
char_tfidf_.jsp,1
word_tfidf_0177,1
word_tfidf_257d 257d,1
char_tfidf_//lo,1
"char_tfidf_0""?><",1
has_ssti_class_access,1
char_tfidf_/mi,1
char_tfidf_/mie,1
char_tfidf_/miem,1
char_tfidf_/publ,1
char_tfidf_/xhtm,1
char_tfidf_006c\,1
char_tfidf_....,1
char_tfidf_*/*;q,1
word_tfidf_application www,1
char_tfidf_06e\,1
word_tfidf_authorization bearer,1
char_tfidf_06c\u,1
word_tfidf_authorization,1
char_tfidf_065\,1
word_tfidf_auth,1
char_tfidf_061\u,1
char_tfidf_031\u,1
char_tfidf_-con,1
char_tfidf_02f\,1
word_tfidf_asp,1
char_tfidf_02e\u,1
word_tfidf_asf logo,1
char_tfidf_-for,1
char_tfidf_-form,1
word_tfidf_as,1
char_tfidf_020\u,1
char_tfidf_0073\,1
word_tfidf_254 170,1
char_tfidf_xt/,1
word_tfidf_2c la,1
char_tfidf_c0%2,1
char_tfidf_apell,1
char_tfidf_angu,1
word_tfidf_u0067 u0065,1
char_tfidf_alh,1
word_tfidf_u0068,1
word_tfidf_36,1
char_tfidf_agent,1
char_tfidf_agene,1
word_tfidf_u0069 u0065,1
word_tfidf_u0069 u006d,1
char_tfidf_u006f,1
char_tfidf_ae%,1
word_tfidf_u006a u0061,1
word_tfidf_u006a u006e,1
word_tfidf_u006b,1
char_tfidf_ache ,1
word_tfidf_32 65,1
word_tfidf_u006c u002b,1
word_tfidf_25281,1
word_tfidf_u006c u003b,1
word_tfidf_confirmar http,1
char_tfidf_appli,1
word_tfidf_u006e u003d,1
word_tfidf_u0065 u0076,1
word_tfidf_u0062 u006c,1
word_tfidf_u0063 u0025,1
word_tfidf_u0063 u002f,1
word_tfidf_u0063 u0030,1
char_tfidf_b\u00,1
char_tfidf_u002e,1
word_tfidf_u0064 u0022,1
word_tfidf_252529,1
word_tfidf_20 5b,1
word_tfidf_publico autenticar,1
word_tfidf_u0064 u006f,1
word_tfidf_25253b,1
word_tfidf_u0065 u0061,1
char_tfidf_u0031,1
word_tfidf_u0065 u0066,1
word_tfidf_u0065 u006e,1
word_tfidf_u0065 u0071,1
word_tfidf_content type,1
char_tfidf_u003a,1
word_tfidf_u006e u002f,1
word_tfidf_u006e u0061,1
word_tfidf_user agent,1
word_tfidf_caracteristicas,1
char_tfidf_: t,1
word_tfidf_u0073 u0069,1
word_tfidf_u0073 u006f,1
word_tfidf_20 23,1
word_tfidf_u0074 u002d,1
word_tfidf_u0074 u0064,1
word_tfidf_u0074 u0072,1
word_tfidf_u0074 u0079,1
char_tfidf_9\u00,1
word_tfidf_u0075 u0065,1
word_tfidf_u0075 u0072,1
word_tfidf_u0077 u0065,1
char_tfidf_8080,1
word_tfidf_u0078 u0078,1
char_tfidf_80 co,1
char_tfidf_80 c,1
word_tfidf_u007d u007d,1
word_tfidf_uff0e uff0e,1
char_tfidf_72\u,1
word_tfidf_u0073 u003a,1
word_tfidf_u0072 u006c,1
word_tfidf_u006e u0063,1
word_tfidf_2f b1,1
word_tfidf_u006e u0064,1
word_tfidf_u006e u0071,1
word_tfidf_2529 2529,1
word_tfidf_u006f u0025,1
char_tfidf_?><,1
char_tfidf_=regi,1
word_tfidf_u006f u003e,1
word_tfidf_charset,1
word_tfidf_u006f u006d,1
word_tfidf_u006f u006f,1
word_tfidf_u006f u0075,1
"char_tfidf_=""1.0",1
"char_tfidf_=""1.",1
word_tfidf_u0070 u0065,1
word_tfidf_u0071 u0075,1
word_tfidf_u0072 u0020,1
char_tfidf_:808,1
word_tfidf_u0072 u0061,1
word_tfidf_u0072 u0064,1
char_tfidf_login,1
char_tfidf_/xh,1
char_tfidf_nes/,1
word_tfidf_juan,1
char_tfidf_ssion,1
word_tfidf_la cp,1
word_tfidf_miembros,1
word_tfidf_20http 3a,1
char_tfidf_rse,1
word_tfidf_modo insertar,1
word_tfidf_modo registro,1
word_tfidf_proc self,1
char_tfidf_ovin,1
word_tfidf_onmouseover,1
word_tfidf_eyjhbgcioijiuzi1niisinr5cci6ikpxvcj9,1
word_tfidf_png,1
word_tfidf_jsp http,1
word_tfidf_navarra,1
word_tfidf_73,1
char_tfidf_rovin,1
word_tfidf_id http,1
word_tfidf_le,1
word_tfidf_72,1
word_tfidf_lt doctype,1
word_tfidf_20text,1
word_tfidf_provincia lleida,1
word_tfidf_gt lt,1
char_tfidf_ogin,1
char_tfidf_re=,1
char_tfidf_r.js,1
char_tfidf_rov,1
word_tfidf_84,1
word_tfidf_provincia burgos,1
char_tfidf_sp?,1
word_tfidf_las,1
word_tfidf_hostname,1
word_tfidf_plain,1
word_tfidf_64,1
word_tfidf_provincia palencia,1
char_tfidf_nda1,1
word_tfidf_7bjndi,1
word_tfidf_pagar jsp,1
word_tfidf_pagar,1
word_tfidf_jar,1
char_tfidf_ncode,1
word_tfidf_5d 20,1
word_tfidf_insertar precio,1
word_tfidf_22 3e,1
word_tfidf_2130706433,1
word_tfidf_jam,1
char_tfidf_ser-,1
word_tfidf_f1adir,1
word_tfidf_iso 8859,1
word_tfidf_on b1,1
word_tfidf_oast me,1
word_tfidf_passwd foo,1
char_tfidf_st h,1
word_tfidf_20x,1
word_tfidf_php ini,1
char_tfidf_ntro,1
char_tfidf_pt-l,1
char_tfidf_ntrar,1
char_tfidf_st ht,1
char_tfidf_nten,1
word_tfidf_image,1
word_tfidf_nombre queso,1
word_tfidf_netdoc,1
word_tfidf_for jndi,1
char_tfidf_ppl,1
char_tfidf_p/1.1,1
char_tfidf_nomb,1
word_tfidf_nombre jam,1
word_tfidf_group,1
word_tfidf_ib,1
word_tfidf_publico anadir,1
word_tfidf_etc x11,1
char_tfidf_mbre=,1
word_tfidf_local,1
char_tfidf_mage,1
char_tfidf_on:,1
word_tfidf_69,1
char_tfidf_on/,1
word_tfidf_evil com,1
word_tfidf_20system 20,1
char_tfidf_magen,1
word_tfidf_etc shadow,1
word_tfidf_files icewarp,1
char_tfidf_on: ,1
char_tfidf_onne,1
word_tfidf_provincia tarragona,1
word_tfidf_files x86,1
word_tfidf_20system,1
char_tfidf_regi,1
char_tfidf_swor,1
word_tfidf_linux,1
char_tfidf_ontro,1
char_tfidf_age:,0
word_tfidf_252c 2520utf,0
"char_tfidf_8,im",0
char_tfidf_x-w,0
"char_tfidf_8,i",0
char_tfidf_age/p,0
char_tfidf_x-gzi,0
word_tfidf_252c 2520x,0
char_tfidf_ser>,0
char_tfidf_8080 ,0
word_tfidf_20str1,0
"char_tfidf_8, ut",0
"char_tfidf_8, u",0
"char_tfidf_8,ima",0
char_tfidf_xhtm,0
char_tfidf_80/ti,0
char_tfidf_80/t,0
char_tfidf_80/,0
char_tfidf_80%ae,0
char_tfidf_x-ww,0
char_tfidf_age: ,0
char_tfidf_p://,0
char_tfidf_80%a,0
char_tfidf_8080/,0
char_tfidf_80%80,0
char_tfidf_80%8,0
word_tfidf_20no,0
char_tfidf_x-www,0
word_tfidf_20 22file,0
char_tfidf_p://l,0
char_tfidf_a1/p,0
char_tfidf_8;q,0
"char_tfidf_p, x-",0
char_tfidf_onnec,0
"char_tfidf_p, de",0
char_tfidf_: a,0
char_tfidf_: ap,0
char_tfidf_www-,0
char_tfidf_: app,0
"char_tfidf_p, d",0
word_tfidf_252bxml 252ctext,0
char_tfidf_: cl,0
char_tfidf_onq,0
"char_tfidf_p, ",0
word_tfidf_20 22http,0
char_tfidf_: clo,0
word_tfidf_252bxml,0
char_tfidf_: en,0
"char_tfidf_p, x",0
char_tfidf_age/,0
char_tfidf_8;q=,0
char_tfidf_www-f,0
char_tfidf_8;q=0,0
char_tfidf_x-gz,0
word_tfidf_252c 252a,0
word_tfidf_252c 2520gzip,0
char_tfidf_x-g,0
char_tfidf_x-def,0
word_tfidf_252c 2520deflate,0
char_tfidf_x-de,0
"char_tfidf_9,t",0
"char_tfidf_9,te",0
"char_tfidf_9,tex",0
char_tfidf_x-d,0
char_tfidf_x) kh,0
char_tfidf_x) k,0
char_tfidf_x) ,0
"char_tfidf_8, ",0
char_tfidf_xhtml,0
char_tfidf_8 (li,0
char_tfidf_u0063,0
char_tfidf_xt/p,0
char_tfidf_pe:,0
char_tfidf_xt/ht,0
word_tfidf_2525c1,0
char_tfidf_69\u,0
char_tfidf_69\u0,0
word_tfidf_252cimage,0
char_tfidf_agma:,0
char_tfidf_agma,0
char_tfidf_6\u0,0
char_tfidf_xt/h,0
char_tfidf_patib,0
char_tfidf_6\u00,0
word_tfidf_252capplication xml,0
char_tfidf_6c\u,0
word_tfidf_252cimage png,0
char_tfidf_xt/pl,0
char_tfidf_6d\,0
char_tfidf_pe: ,0
char_tfidf_ser-a,0
word_tfidf_252ctext plain,0
char_tfidf_xt/x,0
char_tfidf_61\u,0
char_tfidf_61\u0,0
word_tfidf_252ctext html,0
char_tfidf_63\u,0
char_tfidf_63\u0,0
word_tfidf_20linux 29,0
char_tfidf_pe: a,0
char_tfidf_64\u,0
char_tfidf_64\u0,0
word_tfidf_2525c0,0
word_tfidf_252ctext,0
char_tfidf_65\u,0
char_tfidf_6c\u0,0
char_tfidf_6d\u,0
char_tfidf_8 (l,0
